CU,Name,New,StageIn,Allocate,Exec,StageOut,Done,Read,Exec,Write
unit.000000,Mapper-0-1,N/A,12.0890111923,12.1047370434,12.1063110828,1503.98636007,1522.95978308,0.005204,unit.000001,Mapper-0-2,N/A,12.1357691288,12.151597023,12.1531941891,1284.51557612,1457.40924501,0.043437,1264.762354,0.004848,unit.000001,Mapper-0-2,N/A,12.1357691288,12.151597023,12.1531941891,1284.51557612,1457.40924501,1264.762354,0.004848,unit.000002,Mapper-0-3,N/A,12.0116100311,12.0421850681,12.0470921993,1147.31454206,1167.34230208,0.043048,1127.579431,0.004563
unit.000001,Mapper-0-2,N/A,12.1357691288,12.151597023,12.1531941891,1284.51557612,1457.40924501,0.004848,unit.000002,Mapper-0-3,N/A,12.0116100311,12.0421850681,12.0470921993,1147.31454206,1167.34230208,0.043048,1127.579431,0.004563,unit.000002,Mapper-0-3,N/A,12.0116100311,12.0421850681,12.0470921993,1147.31454206,1167.34230208,1127.579431,0.004563,unit.000003,Mapper-0-4,N/A,12.104722023,12.1204550266,12.1220371723,1485.35013509,1504.18677115,0.042494,1266.932401,0.005563
unit.000002,Mapper-0-3,N/A,12.0116100311,12.0421850681,12.0470921993,1147.31454206,1167.34230208,0.004563,unit.000003,Mapper-0-4,N/A,12.104722023,12.1204550266,12.1220371723,1485.35013509,1504.18677115,0.042494,1266.932401,0.005563,unit.000003,Mapper-0-4,N/A,12.104722023,12.1204550266,12.1220371723,1485.35013509,1504.18677115,1266.932401,0.005563,unit.000004,Mapper-0-5,N/A,12.0563809872,12.0726749897,12.0742690563,1049.4045012,1068.03838515,0.042206,1010.877385,0.00485
unit.000003,Mapper-0-4,N/A,12.104722023,12.1204550266,12.1220371723,1485.35013509,1504.18677115,0.005563,unit.000004,Mapper-0-5,N/A,12.0563809872,12.0726749897,12.0742690563,1049.4045012,1068.03838515,0.042206,1010.877385,0.00485,unit.000004,Mapper-0-5,N/A,12.0563809872,12.0726749897,12.0742690563,1049.4045012,1068.03838515,1010.877385,0.00485,unit.000005,Mapper-0-6,N/A,12.0389192104,12.0564911366,12.0585980415,1456.82234311,1485.60044003,0.043501,1265.581818,0.004823
unit.000004,Mapper-0-5,N/A,12.0563809872,12.0726749897,12.0742690563,1049.4045012,1068.03838515,0.00485,unit.000005,Mapper-0-6,N/A,12.0389192104,12.0564911366,12.0585980415,1456.82234311,1485.60044003,0.043501,1265.581818,0.004823,unit.000005,Mapper-0-6,N/A,12.0389192104,12.0564911366,12.0585980415,1456.82234311,1485.60044003,1265.581818,0.004823,unit.000006,Mapper-0-7,N/A,12.1203761101,12.1357960701,12.1373441219,1009.48779321,1050.3404882,0.04195,989.782791,0.004183
unit.000005,Mapper-0-6,N/A,12.0389192104,12.0564911366,12.0585980415,1456.82234311,1485.60044003,0.004823,unit.000006,Mapper-0-7,N/A,12.1203761101,12.1357960701,12.1373441219,1009.48779321,1050.3404882,0.04195,989.782791,0.004183,unit.000006,Mapper-0-7,N/A,12.1203761101,12.1357960701,12.1373441219,1009.48779321,1050.3404882,989.782791,0.004183,unit.000007,Mapper-0-8,N/A,12.0732760429,12.0891311169,12.0907762051,1522.38086319,1541.55472612,0.029831,1277.189869,0.005399
unit.000006,Mapper-0-7,N/A,12.1203761101,12.1357960701,12.1373441219,1009.48779321,1050.3404882,0.004183,unit.000007,Mapper-0-8,N/A,12.0732760429,12.0891311169,12.0907762051,1522.38086319,1541.55472612,0.029831,1277.189869,0.005399,unit.000007,Mapper-0-8,N/A,12.0732760429,12.0891311169,12.0907762051,1522.38086319,1541.55472612,1277.189869,0.005399,unit.000008,Reducer-0,N/A,1556.004884,1556.04000711,1556.04219818,1562.71126509,1567.77358699,0.064108,0.431972,0.003874
unit.000007,Mapper-0-8,N/A,12.0732760429,12.0891311169,12.0907762051,1522.38086319,1541.55472612,0.005399,unit.000008,Reducer-0,N/A,1556.004884,1556.04000711,1556.04219818,1562.71126509,1567.77358699,0.064108,0.431972,0.003874,unit.000008,Reducer-0,N/A,1556.004884,1556.04000711,1556.04219818,1562.71126509,1567.77358699,0.431972,0.003874,unit.000009,Mapper-1-1,N/A,1581.3267262,1581.34689617,1581.34850001,2812.53513622,2834.87489605,0.034666,1117.048101,0.00466
unit.000008,Reducer-0,N/A,1556.004884,1556.04000711,1556.04219818,1562.71126509,1567.77358699,0.003874,unit.000009,Mapper-1-1,N/A,1581.3267262,1581.34689617,1581.34850001,2812.53513622,2834.87489605,0.034666,1117.048101,0.00466,unit.000009,Mapper-1-1,N/A,1581.3267262,1581.34689617,1581.34850001,2812.53513622,2834.87489605,1117.048101,0.00466,unit.000010,Mapper-1-2,N/A,1579.99051309,1580.01025605,1580.01185608,2753.70922709,2772.26129103,0.035586,1105.566288,0.006443
unit.000009,Mapper-1-1,N/A,1581.3267262,1581.34689617,1581.34850001,2812.53513622,2834.87489605,0.00466,unit.000010,Mapper-1-2,N/A,1579.99051309,1580.01025605,1580.01185608,2753.70922709,2772.26129103,0.035586,1105.566288,0.006443,unit.000010,Mapper-1-2,N/A,1579.99051309,1580.01025605,1580.01185608,2753.70922709,2772.26129103,1105.566288,0.006443,unit.000011,Mapper-1-3,N/A,1577.07401705,1577.0942812,1577.09596801,2694.94170499,2713.987468,0.033942,1089.962018,0.006867
unit.000010,Mapper-1-2,N/A,1579.99051309,1580.01025605,1580.01185608,2753.70922709,2772.26129103,0.006443,unit.000011,Mapper-1-3,N/A,1577.07401705,1577.0942812,1577.09596801,2694.94170499,2713.987468,0.033942,1089.962018,0.006867,unit.000011,Mapper-1-3,N/A,1577.07401705,1577.0942812,1577.09596801,2694.94170499,2713.987468,1089.962018,0.006867,unit.000012,Mapper-1-4,N/A,1581.305439,1581.32686901,1581.32856417,2771.97337699,2790.87927508,0.03479,1106.964614,0.006464
unit.000011,Mapper-1-3,N/A,1577.07401705,1577.0942812,1577.09596801,2694.94170499,2713.987468,0.006867,unit.000012,Mapper-1-4,N/A,1581.305439,1581.32686901,1581.32856417,2771.97337699,2790.87927508,0.03479,1106.964614,0.006464,unit.000012,Mapper-1-4,N/A,1581.305439,1581.32686901,1581.32856417,2771.97337699,2790.87927508,1106.964614,0.006464,unit.000013,Mapper-1-5,N/A,1576.92773414,1576.94961309,1576.95132709,2666.43253016,2695.30805516,0.036663,1087.933018,0.005846
unit.000012,Mapper-1-4,N/A,1581.305439,1581.32686901,1581.32856417,2771.97337699,2790.87927508,0.006464,unit.000013,Mapper-1-5,N/A,1576.92773414,1576.94961309,1576.95132709,2666.43253016,2695.30805516,0.036663,1087.933018,0.005846,unit.000013,Mapper-1-5,N/A,1576.92773414,1576.94961309,1576.95132709,2666.43253016,2695.30805516,1087.933018,0.005846,unit.000014,Mapper-1-6,N/A,1582.66565704,1582.68633604,1582.68804622,2713.79756904,2732.72761822,0.036539,1085.625089,0.006526
unit.000013,Mapper-1-5,N/A,1576.92773414,1576.94961309,1576.95132709,2666.43253016,2695.30805516,0.005846,unit.000014,Mapper-1-6,N/A,1582.66565704,1582.68633604,1582.68804622,2713.79756904,2732.72761822,0.036539,1085.625089,0.006526,unit.000014,Mapper-1-6,N/A,1582.66565704,1582.68633604,1582.68804622,2713.79756904,2732.72761822,1085.625089,0.006526,unit.000015,Mapper-1-7,N/A,1575.44205022,1575.46968913,1575.47143507,2790.74473715,2813.24946618,0.033383,1119.239163,0.004892
unit.000014,Mapper-1-6,N/A,1582.66565704,1582.68633604,1582.68804622,2713.79756904,2732.72761822,0.006526,unit.000015,Mapper-1-7,N/A,1575.44205022,1575.46968913,1575.47143507,2790.74473715,2813.24946618,0.033383,1119.239163,0.004892,unit.000015,Mapper-1-7,N/A,1575.44205022,1575.46968913,1575.47143507,2790.74473715,2813.24946618,1119.239163,0.004892,unit.000016,Mapper-1-8,N/A,1579.96854901,1579.99063802,1579.99232316,2732.44823503,2754.6386621,0.026144,1099.849949,0.005233
unit.000015,Mapper-1-7,N/A,1575.44205022,1575.46968913,1575.47143507,2790.74473715,2813.24946618,0.004892,unit.000016,Mapper-1-8,N/A,1579.96854901,1579.99063802,1579.99232316,2732.44823503,2754.6386621,0.026144,1099.849949,0.005233,unit.000016,Mapper-1-8,N/A,1579.96854901,1579.99063802,1579.99232316,2732.44823503,2754.6386621,1099.849949,0.005233,unit.000017,Reducer-1,N/A,2847.14784718,2847.18198705,2847.18411517,2852.20972705,2856.60233712,0.059455,0.268687,0.003968
